Outlet Name,Outlet GSTIN Code,Invoice No,Invoice Date,Taxable Line Amt,SGST_Tax_Rate,SGST_Tax_Value,CGST_Tax_Rate,CGST_Tax_Value,Cess_Tax_Rate,Cess_Tax_Value,Total Tax Amount,Net Amount
JAJABALIA V. STORE,,580418002031,6/21/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
JAJABALIA V. STORE,,580418002031,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
JAJABALIA V. STORE,,580418002031,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
JAJABALIA V. STORE,,580418002031,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
JAJABALIA V. STORE,,580418002031,6/21/2018,37.67,9,3.39,9,3.39,0,0,6.78,44.45
BOBBY BETTLE SHOP,,580418002032,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BOBBY BETTLE SHOP,,580418002032,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BOBBY BETTLE SHOP,,580418002032,6/21/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
BOBBY BETTLE SHOP,,580418002032,6/21/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
BOBBY BETTLE SHOP,,580418002032,6/21/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BOBBY BETTLE SHOP,,580418002032,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BOBBY BETTLE SHOP,,580418002032,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BOBBY BETTLE SHOP,,580418002032,6/21/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
SHANTI HOSPITAL,,580418002033,6/21/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SHANTI HOSPITAL,,580418002033,6/21/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SHANTI HOSPITAL,,580418002033,6/21/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SHANTI HOSPITAL,,580418002033,6/21/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SHANTI HOSPITAL,,580418002033,6/21/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
SHANTI HOSPITAL,,580418002033,6/21/2018,93.17,6,5.59,6,5.59,0,0,11.18,104.35
GOURANGO SAHOO,,580418002034,6/21/2018,779.22,14,109.09,14,109.09,12,93.51,311.69,1090.91
GOURANGO SAHOO,,580418002034,6/21/2018,779.22,14,109.09,14,109.09,12,93.51,311.69,1090.91
GOURANGO SAHOO,,580418002034,6/21/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
GOURANGO SAHOO,,580418002034,6/21/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
GOURANGO SAHOO,,580418002034,6/21/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
GOURANGO SAHOO,,580418002034,6/21/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
GOURANGO SAHOO,,580418002034,6/21/2018,1828.6,14,256,14,256,12,219.43,731.43,2560.03
GOURANGO SAHOO,,580418002034,6/21/2018,1828.6,14,256,14,256,12,219.43,731.43,2560.03
GOURANGO SAHOO,,580418002034,6/21/2018,623.38,14,87.27,14,87.27,12,74.81,249.35,872.73
GOURANGO SAHOO,,580418002034,6/21/2018,623.38,14,87.27,14,87.27,12,74.81,249.35,872.73
GOURANGO SAHOO,,580418002034,6/21/2018,301.32,9,27.12,9,27.12,0,0,54.24,355.56
GOURANGO SAHOO,,580418002034,6/21/2018,353.72,9,31.83,9,31.83,0,0,63.66,417.38
GOURANGO SAHOO,,580418002034,6/21/2018,633.12,6,37.99,6,37.99,0,0,75.98,709.1
GOURANGO SAHOO,,580418002034,6/21/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
GOURANGO SAHOO,,580418002034,6/21/2018,389.61,6,23.38,6,23.38,0,0,46.76,436.37
MAA CHANDI COMMUNICATION,,580418002035,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MAA CHANDI COMMUNICATION,,580418002035,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MAA CHANDI COMMUNICATION,,580418002035,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MAA CHANDI COMMUNICATION,,580418002035,6/21/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
MAA CHANDI COMMUNICATION,,580418002035,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MAA CHANDI COMMUNICATION,,580418002035,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MAA CHANDI COMMUNICATION,,580418002035,6/21/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
MAA CHANDI COMMUNICATION,,580418002035,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MAA CHANDI COMMUNICATION,,580418002035,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MAA CHANDI COMMUNICATION,,580418002035,6/21/2018,89.75,9,8.08,9,8.08,0,0,16.16,105.91
MAA CHANDI COMMUNICATION,,580418002035,6/21/2018,97.4,6,5.84,6,5.84,0,0,11.68,109.08
BISHNUPRIYA GROCERRY SHOP,,580418002036,6/21/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
BISHNUPRIYA GROCERRY SHOP,,580418002036,6/21/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
BISHNUPRIYA GROCERRY SHOP,,580418002036,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BISHNUPRIYA GROCERRY SHOP,,580418002036,6/21/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
BISHNUPRIYA GROCERRY SHOP,,580418002036,6/21/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BISHNUPRIYA GROCERRY SHOP,,580418002036,6/21/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BISHNUPRIYA GROCERRY SHOP,,580418002036,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BISHNUPRIYA GROCERRY SHOP,,580418002036,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BISHNUPRIYA GROCERRY SHOP,,580418002036,6/21/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
BISHNUPRIYA GROCERRY SHOP,,580418002036,6/21/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
BISHNUPRIYA GROCERRY SHOP,,580418002036,6/21/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
BISHNUPRIYA GROCERRY SHOP,,580418002036,6/21/2018,64.93,6,3.9,6,3.9,0,0,7.8,72.73
SATYALAXMI VERITY STORE,,580418002037,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SATYALAXMI VERITY STORE,,580418002037,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SATYALAXMI VERITY STORE,,580418002037,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SATYALAXMI VERITY STORE,,580418002037,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SATYALAXMI VERITY STORE,,580418002037,6/21/2018,64.93,6,3.9,6,3.9,0,0,7.8,72.73
THE CHOICE,,580418002038,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
THE CHOICE,,580418002038,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
THE CHOICE,,580418002038,6/21/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
THE CHOICE,,580418002038,6/21/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
THE CHOICE,,580418002038,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
THE CHOICE,,580418002038,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
THE CHOICE,,580418002038,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
THE CHOICE,,580418002038,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
THE CHOICE,,580418002038,6/21/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
MANOJ BETTLE SHOP,,580418002039,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MANOJ BETTLE SHOP,,580418002039,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MANOJ BETTLE SHOP,,580418002039,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MANOJ BETTLE SHOP,,580418002039,6/21/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
MANOJ BETTLE SHOP,,580418002039,6/21/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
MANOJ BETTLE SHOP,,580418002039,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MANOJ BETTLE SHOP,,580418002039,6/21/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
MANOJ BETTLE SHOP,,580418002039,6/21/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
MANOJ BETTLE SHOP,,580418002039,6/21/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
MANOJ BETTLE SHOP,,580418002039,6/21/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
MANOJ BETTLE SHOP,,580418002039,6/21/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
MANOJ BETTLE SHOP,,580418002039,6/21/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
MANOJ BETTLE SHOP,,580418002039,6/21/2018,97.4,6,5.84,6,5.84,0,0,11.68,109.08
J.B. BETTLE,,580418002040,6/21/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
J.B. BETTLE,,580418002040,6/21/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
J.B. BETTLE,,580418002040,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418002041,6/21/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418002041,6/21/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418002041,6/21/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418002041,6/21/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418002041,6/21/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418002041,6/21/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418002041,6/21/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418002041,6/21/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
SHREE LINGARAJ COMMUNICATION,,580418002042,6/21/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SHREE LINGARAJ COMMUNICATION,,580418002042,6/21/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SHREE LINGARAJ COMMUNICATION,,580418002042,6/21/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
SHREE LINGARAJ COMMUNICATION,,580418002042,6/21/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SHREE LINGARAJ COMMUNICATION,,580418002042,6/21/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
SHREE LINGARAJ COMMUNICATION,,580418002042,6/21/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
SHREE LINGARAJ COMMUNICATION,,580418002042,6/21/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
MIRCHI RESTURANT,,580418002043,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MIRCHI RESTURANT,,580418002043,6/21/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
MIRCHI RESTURANT,,580418002043,6/21/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
MIRCHI RESTURANT,,580418002043,6/21/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
MIRCHI RESTURANT,,580418002043,6/21/2018,538.53,9,48.47,9,48.47,0,0,96.94,635.47
BHAGAT GENERAL STORE,,580418002044,6/21/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
BHAGAT GENERAL STORE,,580418002044,6/21/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
BHAGAT GENERAL STORE,,580418002044,6/21/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
BHAGAT GENERAL STORE,,580418002044,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
BHAGAT GENERAL STORE,,580418002044,6/21/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
BHAGAT GENERAL STORE,,580418002044,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
BHAGAT GENERAL STORE,,580418002044,6/21/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
JAGANNATH COMMUNICATION COFFEE DELI,,580418002045,6/21/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
JAGANNATH COMMUNICATION COFFEE DELI,,580418002045,6/21/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
JAGANNATH COMMUNICATION COFFEE DELI,,580418002045,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
K ASHA VT STORE,,580418002046,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
K ASHA VT STORE,,580418002046,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
K ASHA VT STORE,,580418002046,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
K ASHA VT STORE,,580418002046,6/21/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
K ASHA VT STORE,,580418002046,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
K ASHA VT STORE,,580418002046,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
K ASHA VT STORE,,580418002046,6/21/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
K ASHA VT STORE,,580418002046,6/21/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
NEW DAY,,580418002047,6/21/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
NEW DAY,,580418002047,6/21/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
NEW DAY,,580418002047,6/21/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
NEW DAY,,580418002047,6/21/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
NEW DAY,,580418002047,6/21/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
NEW DAY,,580418002047,6/21/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
NEW DAY,,580418002047,6/21/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
NEW DAY,,580418002047,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
NEW DAY,,580418002047,6/21/2018,150.66,9,13.56,9,13.56,0,0,27.12,177.78
OKTOKEY,,580418002048,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
OKTOKEY,,580418002048,6/21/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
OKTOKEY,,580418002048,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
OKTOKEY,,580418002048,6/21/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
OKTOKEY,,580418002048,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
OKTOKEY,,580418002048,6/21/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
OKTOKEY,,580418002048,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
OKTOKEY,,580418002048,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
OKTOKEY,,580418002048,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
OKTOKEY,,580418002048,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
OKTOKEY,,580418002048,6/21/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
OKTOKEY,,580418002048,6/21/2018,77.64,6,4.66,6,4.66,0,0,9.32,86.96
S K ALI NEW VT STORE,,580418002049,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
S K ALI NEW VT STORE,,580418002049,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
S K ALI NEW VT STORE,,580418002049,6/21/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
S K ALI NEW VT STORE,,580418002049,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
S K ALI NEW VT STORE,,580418002049,6/21/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
S K ALI NEW VT STORE,,580418002049,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
S K ALI NEW VT STORE,,580418002049,6/21/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
S K ALI NEW VT STORE,,580418002049,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
S K ALI NEW VT STORE,,580418002049,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
S K ALI NEW VT STORE,,580418002049,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
S K ALI NEW VT STORE,,580418002049,6/21/2018,37.67,9,3.39,9,3.39,0,0,6.78,44.45
S K ALI NEW VT STORE,,580418002049,6/21/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
S K ALI NEW VT STORE,,580418002049,6/21/2018,77.64,6,4.66,6,4.66,0,0,9.32,86.96
HAPIZ VT STORE,,580418002050,6/21/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
HAPIZ VT STORE,,580418002050,6/21/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
HAPIZ VT STORE,,580418002050,6/21/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
HAPIZ VT STORE,,580418002050,6/21/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
HAPIZ VT STORE,,580418002050,6/21/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
HAPIZ VT STORE,,580418002050,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
HAPIZ VT STORE,,580418002050,6/21/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
HAPIZ VT STORE,,580418002050,6/21/2018,179.51,9,16.16,9,16.16,0,0,32.32,211.83
HAPIZ VT STORE,,580418002050,6/21/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
HAPIZ VT STORE,,580418002050,6/21/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
HAPIZ VT STORE,,580418002050,6/21/2018,64.93,6,3.9,6,3.9,0,0,7.8,72.73
MUSIC POINT,,580418002051,6/21/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MUSIC POINT,,580418002051,6/21/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
MUSIC POINT,,580418002051,6/21/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
MUSIC POINT,,580418002051,6/21/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MUSIC POINT,,580418002051,6/21/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
MUSIC POINT,,580418002051,6/21/2018,150.66,9,13.56,9,13.56,0,0,27.12,177.78
GOPAL BETEL SHOP,,580418002052,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
GOPAL BETEL SHOP,,580418002052,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
GOPAL BETEL SHOP,,580418002052,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GOPAL BETEL SHOP,,580418002052,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GOPAL BETEL SHOP,,580418002052,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
GOPAL BETEL SHOP,,580418002052,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
GOPAL BETEL SHOP,,580418002052,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GOPAL BETEL SHOP,,580418002052,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
THE KINGS,,580418002053,6/22/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
THE KINGS,,580418002053,6/22/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
THE KINGS,,580418002053,6/22/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
THE KINGS,,580418002053,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
THE KINGS,,580418002053,6/22/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
THE KINGS,,580418002053,6/22/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
THE KINGS,,580418002053,6/22/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
APP KA BAR APSARA BAR,,580418002054,6/22/2018,548.58,14,76.8,14,76.8,12,65.83,219.43,768.01
APP KA BAR APSARA BAR,,580418002054,6/22/2018,548.58,14,76.8,14,76.8,12,65.83,219.43,768.01
APP KA BAR APSARA BAR,,580418002054,6/22/2018,718.04,9,64.62,9,64.62,0,0,129.24,847.28
JYOTI COMMUNICATION,,580418002055,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JYOTI COMMUNICATION,,580418002055,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JYOTI COMMUNICATION,,580418002055,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
JYOTI COMMUNICATION,,580418002055,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
JYOTI COMMUNICATION,,580418002055,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
JYOTI COMMUNICATION,,580418002055,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
JYOTI COMMUNICATION,,580418002055,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
JYOTI COMMUNICATION,,580418002055,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MAHAVEER SWEETS,,580418002056,6/22/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
MAHAVEER SWEETS,,580418002056,6/22/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
MAHAVEER SWEETS,,580418002056,6/22/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
MAHAVEER SWEETS,,580418002056,6/22/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
MAHAVEER SWEETS,,580418002056,6/22/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
GORA VARIETY STORE,,580418002057,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
GORA VARIETY STORE,,580418002057,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
GORA VARIETY STORE,,580418002057,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GORA VARIETY STORE,,580418002057,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GORA VARIETY STORE,,580418002057,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
GORA VARIETY STORE,,580418002057,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
GORA VARIETY STORE,,580418002057,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GORA VARIETY STORE,,580418002057,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GIRNAR HOTEL,,580418002058,6/22/2018,731.44,14,102.4,14,102.4,12,87.77,292.57,1024.01
GIRNAR HOTEL,,580418002058,6/22/2018,731.44,14,102.4,14,102.4,12,87.77,292.57,1024.01
RASHMI VERIETY STORE-,,580418002059,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
RASHMI VERIETY STORE-,,580418002059,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
RASHMI VERIETY STORE-,,580418002059,6/22/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
RASHMI VERIETY STORE-,,580418002059,6/22/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
RASHMI VERIETY STORE-,,580418002059,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BONANZA -,,580418002060,6/22/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
BONANZA -,,580418002060,6/22/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
BONANZA -,,580418002060,6/22/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
JAY SREE RAM B. SHOP,,580418002061,6/22/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
JAY SREE RAM B. SHOP,,580418002061,6/22/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
JAY SREE RAM B. SHOP,,580418002061,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
JAY SREE RAM B. SHOP,,580418002061,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
JAY SREE RAM B. SHOP,,580418002061,6/22/2018,77.64,6,4.66,6,4.66,0,0,9.32,86.96
JANU BETEL SHOP,,580418002062,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JANU BETEL SHOP,,580418002062,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JANU BETEL SHOP,,580418002062,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
JANU BETEL SHOP,,580418002062,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
JANU BETEL SHOP,,580418002062,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
JANU BETEL SHOP,,580418002062,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
JANU BETEL SHOP,,580418002062,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
JANU BETEL SHOP,,580418002062,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002063,6/22/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002063,6/22/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002063,6/22/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002063,6/22/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002063,6/22/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002063,6/22/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002063,6/22/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002063,6/22/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
